,VOLUME,OPEN,HIGH,LOW,CLOSE
16/08/2000,5191600,149.3125176,149.9376072,147.8435961,148.6249214
17/08/2000,5652200,148.6873592,150.4375628,148.3436564,150.1875082
18/08/2000,4626400,150.3749626,150.3749448,149.218654,149.687573
21/08/2000,2380600,150.0312366,150.7187245,149.4061736,150.4998693
22/08/2000,3075300,150.5625385,151.3126262,150.0938874,150.2498406
23/08/2000,5483200,149.8126066,151.2812768,149.2811933,150.8438606
24/08/2000,4529000,151.156343,151.5471024,150.4999224,151.3123048
25/08/2000,2822200,151.1563696,151.6249319,150.9374915,151.2500786
28/08/2000,5518700,151.2500101,152.9064889,151.2502097,151.7656013
29/08/2000,3561900,151.4375402,151.87492,150.9062516,151.7967915
30/08/2000,3964800,151.3124659,151.5000027,150.3440033,150.3438117
31/08/2000,4863100,151.0626306,153.0936522,150.9063971,152.3439136
01/09/2000,3191200,153.2501754,153.5938198,152.0001072,152.4999387
04/09/2000,,,,,
05/09/2000,3470800,151.8749965,152.2029004,150.8123327,151.2811176
06/09/2000,4322200,151.1874938,151.9531875,149.5312459,149.5625548
07/09/2000,4265500,150.2499292,151.0780559,149.8282051,150.8436834
08/09/2000,3518200,150.2814787,150.5000057,149.3280184,149.8125893
11/09/2000,3937500,149.7499179,151.1875721,148.687446,149.5939912
12/09/2000,4769100,149.7500631,150.2500404,148.4375262,148.50016
13/09/2000,7691600,147.9998925,149.343807,147.6564006,148.8904794
14/09/2000,3397100,149.8750371,149.937537,148.156242,149.6405427
15/09/2000,4085700,148.1875447,148.2501417,146.0000203,146.0000017
18/09/2000,5109300,146.3748855,146.968911,144.2031459,144.6562775
19/09/2000,6588200,145.1251005,146.3125369,144.7029554,145.9688172
20/09/2000,6508100,145.6874632,146.0313874,143.1562482,144.8904656
21/09/2000,5972300,144.4686684,145.5624827,142.6252481,142.6875109
22/09/2000,7791300,142.6250851,145.3124326,142.4219129,145.2812526
25/09/2000,9726300,145.9373279,146.0624238,143.7186054,144.2499266
26/09/2000,5302400,144.3749486,145.0000175,142.4063712,142.4062616
27/09/2000,7186200,143.5622543,143.9688174,142.1248987,143.1563426
28/09/2000,7036400,143.1874826,146.3279962,142.8905955,144.9999265
29/09/2000,9333600,145.4687745,145.9688409,143.6250354,143.6249053
02/10/2000,5517800,144.2812345,144.9063663,143.1405742,143.843786
03/10/2000,9347200,144.5312886,145.7499303,142.2814125,142.499964
04/10/2000,6149000,142.8750299,144.2502051,141.749989,143.6875344
05/10/2000,4566900,143.4065714,144.8435616,143.3125117,144.187593
06/10/2000,10014900,143.8748253,144.6405339,139.7500333,141.0625696
09/10/2000,4508000,141.3125737,141.3124758,139.3751728,139.9998344
10/10/2000,6104700,140.0940265,141.2499562,137.6873949,137.6876371
11/10/2000,10366000,137.625023,138.6249185,135.1250427,136.5311961
12/10/2000,12336900,137.2814311,137.5938263,132.781313,133.1249684
13/10/2000,11778800,132.9375226,137.6562286,132.874989,137.5623741
16/10/2000,5659000,137.4063919,138.2345609,136.6874971,138.1873837
17/10/2000,7831700,138.4374556,138.5625558,134.4061052,134.7500122
18/10/2000,10897300,132.6249392,136.1251119,130.1560875,134.249988
19/10/2000,8767300,136.8437198,139.4529804,779.9104717,139.281487
20/10/2000,7373500,138.3751185,141.1875981,138.3749265,139.9061554
23/10/2000,5290000,139.9376179,141.0314059,138.9375247,140.5311603
24/10/2000,5750700,140.9686925,141.9376641,139.0000092,139.5937928
25/10/2000,9137600,138.7498791,139.5625985,136.1249728,136.3124228
26/10/2000,9345800,137.1250506,137.6563607,134.0311484,136.6875397
27/10/2000,9762900,137.8750039,139.2811907,136.6249713,139.2814633
30/10/2000,10154100,138.4375775,141.0937589,138.1564546,140.5313276
31/10/2000,7752400,141.0157502,143.6876151,140.0625954,142.9530778
01/11/2000,6753600,142.2499002,143.2500237,141.218711,142.4688249
02/11/2000,11395100,143.1563403,143.9063045,142.5154702,142.7033254
03/11/2000,5187100,143.4687486,143.7500186,142.3749867,142.7812844
06/11/2000,4042500,143.1561489,144.2968422,143.0313772,143.7813668
07/11/2000,5231300,143.1406224,144.0000711,142.562414,143.7499391
08/11/2000,6123300,144.0622597,144.0624091,140.562372,140.5626349
09/11/2000,10635300,140.0000792,141.2187731,137.24998,859.7175205
10/11/2000,8569500,139.0000515,139.4687384,136.5311826,136.624934
13/11/2000,17285300,135.6249431,136.9842814,133.015656,135.562548
14/11/2000,7668900,137.4688702,139.6249759,136.9999133,139.1251637
15/11/2000,8837700,139.0624553,140.1095923,137.7500477,139.5625529
16/11/2000,6684100,138.5780784,139.8748933,137.3127088,137.3749887
17/11/2000,6551100,137.3124591,138.9999652,135.7498839,136.6406747
20/11/2000,5458500,135.7500769,136.3749012,134.3125526,134.6875841
21/11/2000,7684300,134.8750665,136.187467,133.5155455,135.3750818
22/11/2000,5736900,134.3437669,134.874973,132.1249836,132.1405523
23/11/2000,,,,,
24/11/2000,3411600,133.624949,134.968689,133.6251931,134.8436893
27/11/2000,5992000,136.4687117,136.6874875,135.3124929,136.031241
28/11/2000,5336100,135.1251617,136.5937917,133.6405498,133.6874977
29/11/2000,6914100,134.3750338,135.9062014,133.2656112,133.4375062
30/11/2000,11201600,132.4999877,133.5002422,129.7498675,132.2812091
01/12/2000,7587200,133.1875929,134.0625234,130.9999079,132.218746
04/12/2000,6996600,131.8750343,133.8749633,131.4999297,133.3439326
05/12/2000,8883400,134.8748846,138.2500942,134.4063342,137.7187688
06/12/2000,12888000,137.7813773,138.3437651,135.0312126,135.5155628
07/12/2000,6529100,134.8751233,135.8749866,133.6561999,133.6562611
08/12/2000,10276300,137.0626291,139.125049,133.8750786,133.9687205
11/12/2000,6405600,137.3749735,139.5627953,136.7187717,138.6250047
12/12/2000,5022900,138.1875733,138.8125874,137.3750541,138.0313642
13/12/2000,6070500,139.2500556,139.4064201,136.0311034,136.1404278
14/12/2000,7778400,135.874973,136.500052,134.0312463,134.406158
15/12/2000,9065300,133.1250411,133.1249226,130.5624674,130.9687659
18/12/2000,7235400,132.0624301,133.4687438,131.7655456,132.7188733
19/12/2000,9616700,132.4688068,134.9688276,130.015576,130.0156744
20/12/2000,9994300,128.6249443,128.9374097,126.0936774,126.2498912
21/12/2000,14331500,125.9998631,128.8593452,125.5311413,127.125024
22/12/2000,10182900,128.9999333,131.1093957,128.843876,130.937453
25/12/2000,,,,,
26/12/2000,4665300,130.8439158,132.3439249,130.2812663,132.3438793
27/12/2000,4854100,131.9998672,133.7343461,131.2499755,133.3127333
28/12/2000,8358700,132.8126517,133.874844,132.5939436,133.7188012
29/12/2000,8774600,134.0625275,134.2812664,131.1876697,131.1873997
01/01/2001,,,,,
02/01/2001,8737500,131.9999476,132.1562906,127.5623585,128.8127228
03/01/2001,19431600,128.3124416,136.0000692,127.656454,134.9999015
04/01/2001,9219000,134.9374785,135.4686197,133.0000013,133.5469475
05/01/2001,12911400,133.4687,133.6250483,129.1874847,129.1874468
08/01/2001,6625300,129.8750522,130.1877265,127.687572,130.1876413
09/01/2001,5702400,131.0470401,131.5001483,129.4218779,129.8437502
10/01/2001,8746100,128.9999911,132.1250479,128.8124428,132.1251596
11/01/2001,7245300,131.0938275,133.4843741,131.0936387,132.24984
12/01/2001,7244000,132.6875184,133.718841,131.281275,131.9998471
15/01/2001,,,,,
16/01/2001,8542200,132.0000273,133.1875795,131.5156312,132.8438161
17/01/2001,7851400,134.8438545,135.0467181,132.6404533,133.4532922
18/01/2001,8107000,133.4374733,135.7031363,132.9374899,134.7814088
19/01/2001,7782500,136.1877162,136.1874757,133.8749324,134.0155549
22/01/2001,7050900,134.2500623,135.78128,133.562511,134.9064308
23/01/2001,8463100,134.4689409,136.6563109,134.1564009,135.9686175
24/01/2001,6199900,136.2500755,137.3125321,135.8437252,136.3750535
25/01/2001,10818300,136.2500174,137.2498235,135.6562993,136.0312994
26/01/2001,7136800,135.1563841,136.1248952,134.4529817,135.874915
29/01/2001,6705900,135.4997947,136.8999276,135.3700324,136.6000902
30/01/2001,7069100,136.3000151,137.9198882,135.7897821,137.8000102
31/01/2001,9706900,137.3999821,138.6998515,136.6000004,137.0200187
01/02/2001,8239600,137.0999924,137.9499665,136.2500883,137.9299397
02/02/2001,8276700,137.3999191,137.9899407,134.7499231,134.8000279
05/02/2001,4352900,134.7999479,135.9401066,134.7502342,135.7900613
06/02/2001,7106700,135.2998308,136.700061,135.2200504,135.3899492
07/02/2001,5748700,134.7198622,135.3998572,133.6800444,134.6899978
08/02/2001,5943300,134.7999624,135.3999681,133.0999472,133.1200168
09/02/2001,9913000,133.3499564,133.3500922,131.2600189,131.8399794
12/02/2001,5804400,131.6999732,133.4999706,131.700066,133.3500594
13/02/2001,6587600,133.6998683,134.1700566,131.9998352,132.2600419
14/02/2001,8400100,132.6499781,132.6499991,130.6600985,132.0600246
15/02/2001,5929800,132.8401934,133.52002,131.9899515,133.3397685
16/02/2001,6434900,130.9999883,131.2898081,129.2999081,130.4000153
19/02/2001,,,,,
20/02/2001,5760000,131.0400396,131.1400661,128.099994,128.3901211
21/02/2001,10910800,127.9000126,128.8399559,125.5001122,125.6198828
22/02/2001,21281600,126.3499469,126.5400266,123.0200695,125.8100101
23/02/2001,20173000,125.0798542,125.5399752,121.7999671,124.9599089
26/02/2001,11503700,125.800114,127.6199368,124.499982,127.6199388
27/02/2001,11415200,126.8000354,127.8399943,125.5100352,126.440116
28/02/2001,14831100,126.7500486,126.8399415,123.2700303,123.9501222
01/03/2001,14672000,124.0499253,124.5998492,121.749987,124.6001619
02/03/2001,12564300,122.5001991,125.6499303,122.2999649,123.6101242
05/03/2001,5293200,124.1501202,124.7801187,123.8099071,124.74003
06/03/2001,6917000,126.3499624,127.7499357,125.48992,126.0801191
07/03/2001,6371700,126.9000751,127.0399658,125.7599201,126.9800276
08/03/2001,6055000,126.6001745,127.2401037,126.1400332,127.1201365
09/03/2001,10020300,126.1000106,126.1000213,123.1099488,123.3598924
12/03/2001,13973100,122.3399082,122.5000641,117.7499206,118.0799027
13/03/2001,12888000,119.3998937,120.439827,117.5298139,120.0198057
14/03/2001,19883400,117.0500118,119.289956,115.7500305,117.6501562
15/03/2001,10370300,118.450073,118.8599576,117.3600549,117.6799866
16/03/2001,58515700,117.1298302,117.4000968,114.8100945,115.0099478
19/03/2001,10067800,115.7600679,117.6899642,114.8199397,117.3498346
20/03/2001,15086900,117.9000879,118.4601539,114.1098837,114.2000612
21/03/2001,19004700,114.1798968,115.2600825,111.8999926,112.2601265
22/03/2001,28626600,112.0199031,112.6000038,108.040013,111.1198705
23/03/2001,12861700,113.2499918,114.6599056,111.499779,114.4800725
26/03/2001,9944800,115.7000647,116.269897,114.7700035,115.93991
27/03/2001,12882000,115.6200053,118.6498816,115.2800228,118.3102779
28/03/2001,10953300,116.9000574,116.9499258,114.9000614,115.03991
29/03/2001,12061600,114.5599022,116.4999565,113.8400717,115.4799943
30/03/2001,9183600,115.5501642,116.689871,114.5002428,116.6900672
02/04/2001,10561000,116.300046,117.3797943,113.7999894,114.200193
03/04/2001,12838000,113.9800689,114.1501094,110.0600473,110.3900655
04/04/2001,14887300,110.5780413,112.1000324,109.2999373,110.8500986
05/04/2001,21528500,113.3001089,115.4900681,112.5000794,115.0500498
06/04/2001,14937800,113.9909352,114.4000178,112.0597518,113.3000793
09/04/2001,9036900,114.0000278,114.990044,112.7799922,114.5598734
10/04/2001,17877100,115.4499167,117.7499966,115.1699541,116.6499541
11/04/2001,12735100,118.7798961,118.9899806,116.140003,116.7300547
12/04/2001,9233200,116.3000157,118.9400599,115.9599225,118.8498825
13/04/2001,,,,,
16/04/2001,7351000,118.2898848,118.8899513,116.9101404,117.600037
17/04/2001,10927400,117.310035,119.6597834,117.0200449,119.2600666
18/04/2001,32495000,121.0599888,126.0002678,120.6901021,123.9997842
19/04/2001,13810800,124.2500919,125.8399301,123.5800027,125.6500801
20/04/2001,7626700,124.8999379,125.3999988,123.6600919,124.5000071
23/04/2001,8451800,123.6498507,123.8899746,121.910023,122.2402565
24/04/2001,10046800,122.5199102,123.6501396,121.1001084,121.5799135
25/04/2001,8249000,121.4198298,123.6699881,120.950011,123.1699336
26/04/2001,10590700,123.730129,125.2200385,123.5001214,123.7202382
27/04/2001,8048900,124.9199665,125.8401993,124.1999675,125.7799813
30/04/2001,10766900,126.4500345,127.2699248,124.669961,124.9100248
01/05/2001,10578300,125.069866,127.1499367,124.5999468,127.0497563
02/05/2001,9572900,127.4101488,127.6900519,125.9998688,126.8201095
03/05/2001,9926200,126.1300513,126.1499473,124.2200767,125.2100412
04/05/2001,12145300,123.6500423,127.3499189,123.4399306,127.3399996
07/05/2001,7185200,126.8598843,127.3799401,126.2300757,126.2399869
08/05/2001,6952900,126.8599879,127.0999422,125.5600126,126.1800877
09/05/2001,9507400,125.2499815,126.5500505,125.0601407,125.6500041
10/05/2001,6872400,127.2599497,127.4999097,125.7699852,126.0198045
11/05/2001,7739400,125.9999423,126.4898631,124.3999131,125.1499889
14/05/2001,7914000,124.9000378,125.4399874,124.4598954,125.4000858
15/05/2001,9782500,125.5499878,126.500004,124.8500564,125.9798455
16/05/2001,14916200,124.8399793,129.1998444,124.6201117,128.9500121
17/05/2001,11828900,129.0050218,130.0800515,128.5601351,129.1499117
18/05/2001,6683300,129.0900068,129.7400243,128.1000738,129.7400141
21/05/2001,11532100,129.840016,131.8400548,129.150076,131.6499855
22/05/2001,8343200,131.8300825,132.090112,131.0698946,131.4801371
23/05/2001,12331000,131.050054,131.0502872,129.2500853,129.2501649
24/05/2001,7906300,129.4698691,130.0000944,128.5500368,129.6299792
25/05/2001,7425000,129.6501458,129.7000945,127.9000355,128.1001215
28/05/2001,,,,,
29/05/2001,9012300,128.2258417,128.3500355,126.9000443,127.079951
30/05/2001,10041800,126.5898585,127.0901065,124.9998623,125.300028
31/05/2001,9875200,125.4300098,126.7600586,125.2598835,125.9498206
01/06/2001,8848300,126.2001575,127.0999401,125.1200237,126.730112
04/06/2001,5634700,126.8000238,127.4300051,126.0800835,127.340142
05/06/2001,9115900,127.489884,129.2298176,127.2698216,128.7999098
06/06/2001,12067600,128.8300365,128.8300007,127.3600685,127.7300496
07/06/2001,7358900,127.0500972,128.3499577,127.0000653,128.1899141
08/06/2001,8170600,127.699966,127.8699552,126.140159,126.9999556
11/06/2001,7012200,126.7100103,126.9900819,125.4098224,126.0999726
12/06/2001,9369200,124.8600047,126.7401755,985.1999136,125.8800599
13/06/2001,7629600,126.1699414,126.5800408,124.6500269,124.8001019
14/06/2001,12603300,124.1800056,124.2999704,121.7499168,122.0000394
15/06/2001,16821300,120.9099957,122.3999919,120.4001245,121.8501674
18/06/2001,11376600,121.6498653,122.440058,120.9100716,121.2598373
19/06/2001,7732300,122.3800118,122.889962,120.8900219,121.7899889
20/06/2001,8787200,121.189923,122.859941,121.1000659,122.4299147
21/06/2001,12259100,122.2199302,124.3099619,122.1499178,123.8200128
22/06/2001,12212000,123.4900997,123.5989183,122.1601114,122.8498955
25/06/2001,8406800,123.2802623,123.4398977,121.5000091,121.720066
26/06/2001,8006900,120.9000636,122.3899948,120.5708436,121.5499797
27/06/2001,10105100,121.6000474,122.2400288,120.9099704,121.4800919
28/06/2001,10271000,122.0000156,123.93973,121.9297605,122.1501085
29/06/2001,9824200,970.6622355,124.0099592,122.2602321,122.6000678
02/07/2001,8522400,122.8000628,124.3201288,122.6200737,124.1302454
03/07/2001,3303100,123.9800146,124.1000479,123.049988,124.0999941
04/07/2001,,,,,
05/07/2001,5520900,123.0700366,123.6500635,121.6600191,121.6801605
06/07/2001,11666200,121.3099821,121.4901143,119.0500157,119.0500787
09/07/2001,8340500,119.4911842,120.5400949,119.2001613,119.6998228
10/07/2001,8631900,120.2900025,120.6397008,118.2099227,118.2598055
11/07/2001,15374000,118.1000354,118.8900651,117.0900646,118.380019
12/07/2001,12004800,119.4999864,121.4700708,119.3100794,121.1901613
13/07/2001,10433800,120.8399117,122.3198881,120.6198953,122.2398167
16/07/2001,6915300,121.7701028,122.2797366,120.2898932,120.7101893
17/07/2001,7470300,120.200102,121.949895,119.829986,121.8400204
18/07/2001,7710300,120.559875,121.6399492,120.059848,121.010177
19/07/2001,10083000,122.1799532,122.9799877,120.7599366,122.0699889
20/07/2001,6705800,121.1500072,121.9399309,120.9200892,121.3399305
23/07/2001,8067200,121.8001428,121.8800573,118.9501531,118.9498676
24/07/2001,12271000,119.0000913,119.2000548,116.7499015,117.7999985
25/07/2001,12090900,117.919882,119.4799127,117.4599871,119.1000169
26/07/2001,12930100,119.060148,120.8501245,118.5599247,120.3499667
27/07/2001,8481800,120.8300158,121.3499701,119.9100905,120.8101287
30/07/2001,8547700,121.1899478,121.349957,120.3000179,120.8500149
31/07/2001,11918600,120.9999731,122.6799339,120.800057,121.3499672
01/08/2001,11941800,121.9700552,122.7000302,121.5499972,122.1100129
02/08/2001,11070200,123.2300209,123.2499913,121.8901606,122.6100564
03/08/2001,10817900,122.3600692,122.359789,120.8998639,121.9401396
06/08/2001,8550400,121.3501085,121.5101444,120.1001158,120.2998614
07/08/2001,8865100,120.2699275,121.1998437,119.9109285,120.7700439
08/08/2001,15183800,120.1199346,121.1600571,118.4298943,118.5299896
09/08/2001,14118500,118.7000844,118.9700896,117.8600601,118.8800348
10/08/2001,11173300,118.8001197,119.8399749,117.34006,119.2897582
13/08/2001,7435400,119.6000588,119.8498502,118.819014,119.3201844
14/08/2001,13178100,120.1398601,120.3498632,118.7999628,119.2699369
15/08/2001,8520600,119.2300105,119.6099998,118.0800669,118.2397915
16/08/2001,10735800,117.7998422,118.7500581,116.9999837,118.6499319
17/08/2001,11604600,117.6500038,117.8699399,116.009972,116.7499903
20/08/2001,10417400,116.8000403,117.9001038,116.5500603,117.8300339
21/08/2001,14481500,117.8000213,118.5400194,115.7999604,115.820012
22/08/2001,11752900,116.7500804,117.4299586,115.7799747,117.0200173
23/08/2001,8750300,116.9599882,117.5200878,116.4900864,116.6001117
24/08/2001,11688900,117.2101094,119.1300141,116.7399353,119.0199819
27/08/2001,7428100,118.9699782,119.1998438,118.2599681,118.3098898
28/08/2001,12046600,118.2799387,118.4899136,116.5800007,116.5800482
29/08/2001,16181800,117.1299237,117.1801008,115.1700831,115.5399694
30/08/2001,17693300,114.8500439,115.7399975,112.0398021,113.3200509
31/08/2001,15985700,113.3999353,114.7700954,113.1301335,114.1501048
03/09/2001,,,,,
04/09/2001,24476400,113.8499766,116.1700918,113.3701415,113.4201316
05/09/2001,21477700,113.7000108,114.1901306,111.9499665,113.7001566
06/09/2001,21655500,112.6500854,113.3000289,110.7699968,110.7699769
07/09/2001,33133900,110.0201622,111.2498745,108.6300645,108.7198837
10/09/2001,23409000,107.6999342,110.3501447,107.6998895,110.0501088
11/09/2001,,,,,
12/09/2001,,,,,
13/09/2001,,,,,
14/09/2001,,,,,
17/09/2001,32393800,100.9998691,106.4000797,99.99996413,104.3001794
18/09/2001,22029200,104.3299689,105.2999128,103.3602154,104.0499681
19/09/2001,42772100,104.1000197,104.5000477,98.55979869,101.9499204
20/09/2001,36212800,100.4000776,101.8101485,98.56895599,98.70994568
21/09/2001,49783500,94.05000928,98.9899482,93.79982004,97.27993277
24/09/2001,25549900,99.72915052,101.1598873,99.05998349,100.6999782
25/09/2001,25466200,100.7509638,102.000133,99.90003276,101.7501579
26/09/2001,18587700,102.3499568,102.3996812,100.4298218,101.3900046
27/09/2001,20536800,101.2499286,102.2899353,99.99989469,102.2700006
28/09/2001,21787700,102.9800851,104.5999599,102.4999968,104.4400034
01/10/2001,20457800,103.900092,104.3199375,102.8299801,104.2700248
02/10/2001,19833600,103.9999065,105.5799966,103.6500054,105.580027
03/10/2001,32070900,104.5999536,107.8812273,104.3499539,107.3500307
04/10/2001,32676200,108.2900782,108.969667,106.7496421,107.4401482
05/10/2001,29830200,107.2501137,107.6200747,105.5210087,107.2300068
08/10/2001,12971200,106.2790219,107.2998623,105.8700581,106.529974
09/10/2001,15976300,106.6099364,106.7499441,105.5999495,105.9601419
10/10/2001,19992400,105.8000921,108.5499088,105.5199195,108.319902
11/10/2001,23011600,108.9498411,110.3001071,108.9500696,110.0000372
12/10/2001,31363500,109.1500321,109.8901599,107.3000398,109.5002335
15/10/2001,16875000,108.6299216,109.4499446,108.0599784,109.2998371
16/10/2001,15885900,109.800096,110.6190431,108.9500421,109.9900844
17/10/2001,28601700,111.0701199,111.1498873,107.6498586,107.6499059
18/10/2001,16521100,107.8201329,108.1599868,106.7500147,107.4200458
19/10/2001,21916300,106.9999426,107.9100133,106.0100941,107.3500946
22/10/2001,17571200,107.2997633,109.5700822,107.2098849,109.4701485
23/10/2001,22064500,109.9598771,110.2799744,108.3790216,108.9098905
24/10/2001,16065400,108.9800217,109.4500961,108.2200675,108.6199947
25/10/2001,27504000,107.4499133,110.6001362,106.7400016,110.5700125
26/10/2001,18623700,109.9499654,111.7900429,109.6701182,110.3199041
29/10/2001,18743900,110.1599412,110.5499444,107.4499874,107.4499327
30/10/2001,26203400,107.3500453,107.6999852,105.5600099,106.1598619
31/10/2001,28132000,106.9000172,107.8599962,105.7999212,105.7998215
01/11/2001,29807300,106.5999522,109.0100578,105.6988265,108.5101681
02/11/2001,17577900,108.4400976,109.380217,107.8699713,109.2499819
05/11/2001,16100900,110.1198023,111.0899845,109.9501343,110.6800417
06/11/2001,23248100,110.3500498,112.4801669,109.8500514,112.3998702
07/11/2001,19717800,111.7700197,113.1199797,111.6399558,112.2499407
08/11/2001,22749200,112.8701334,114.0800183,111.899992,112.5999027
09/11/2001,15897500,112.2500477,112.9601736,111.4400342,112.7200331
12/11/2001,26096600,111.0000394,112.6500332,110.0001092,112.0298851
13/11/2001,15347100,113.4399139,114.5499028,113.1799624,114.5501613
14/11/2001,17595500,115.1699202,115.3999595,113.7099257,114.6600259
15/11/2001,19472500,114.369925,115.1800187,113.9300593,114.8699063
16/11/2001,18135900,115.07991,115.10011,113.3999266,114.3599952
19/11/2001,13683800,114.9199586,115.8500838,114.4499456,115.7699439
20/11/2001,16223000,115.3698789,115.7999196,114.6399994,114.7998833
21/11/2001,11471100,114.5009045,114.6699686,113.5100988,114.0399614
22/11/2001,,,,,
23/11/2001,6716900,114.0399635,115.7500545,113.9999205,115.6798932
26/11/2001,13729700,115.7500473,116.3399641,115.07001,115.9299584
27/11/2001,19266400,115.6201189,116.9000094,114.0899917,115.430031
28/11/2001,20247200,114.7399559,115.1699607,113.2500956,113.3400068
29/11/2001,17267900,113.6621282,114.9199228,112.999914,114.869982
30/11/2001,13680400,114.3998759,114.9118897,114.0199353,114.0498625
03/12/2001,15220400,113.6499904,114.0800772,113.0099805,113.3701964
04/12/2001,17245800,113.9179092,115.3001926,113.3498794,115.2899301
05/12/2001,25204000,115.6101304,118.0000888,115.5602002,117.4000789
06/12/2001,17972900,117.3491271,117.9398438,116.9299426,117.3400746
07/12/2001,18908000,116.8998965,117.0898777,115.6999141,116.560024
10/12/2001,13862800,115.8500139,116.3898877,114.3500708,114.3799375
11/12/2001,20833500,114.9000714,115.7199811,113.9002266,114.1501134
12/12/2001,16172400,114.5499797,114.7798934,113.1100276,114.2801435
13/12/2001,19037900,113.4500471,113.6997894,112.0400282,112.0601737
14/12/2001,16723100,112.32991,113.4900935,111.9997667,113.1301085
17/12/2001,13947300,112.9900062,114.35999,112.899918,114.299783
18/12/2001,13664000,114.6299551,115.1500406,114.340111,114.9799244
19/12/2001,20147400,114.089882,115.9199487,114.0000825,115.79002
20/12/2001,14867900,115.5001933,115.7998994,114.5498129,114.6500084
21/12/2001,14042700,115.0299921,115.0698964,114.2000071,114.9497917
24/12/2001,5728800,114.8299458,115.0401078,114.6101148,114.7299734
25/12/2001,,,,,
26/12/2001,10307900,114.649792,116.2099409,114.6499332,115.3600778
27/12/2001,9407300,115.300974,116.0800374,115.2587473,116.0598324
28/12/2001,10593800,116.290068,116.7500429,115.9200022,116.0000084
31/12/2001,14620200,116.1500656,116.3899615,114.229896,114.2999667
01/01/2002,,,,,
02/01/2002,18652200,115.110069,115.7499707,113.8099521,115.5300002
03/01/2002,15743100,115.6499807,116.9498353,115.5400772,116.8400987
04/01/2002,20140700,117.1698801,117.9800985,116.5499779,117.6201084
07/01/2002,13106500,117.7000211,117.9902055,116.5601383,116.7899444
08/01/2002,12687200,116.7981268,117.0599605,115.9699576,116.5199632
09/01/2002,16616900,116.680005,117.7799587,115.340008,115.5701012
10/01/2002,12823400,115.694973,116.3500543,115.3000333,116.0800038
11/01/2002,13708500,116.2101512,116.2799692,114.7001309,114.9399963
14/01/2002,12304300,114.649994,114.840031,113.9599436,114.2199549
15/01/2002,20221400,114.5500423,115.3899926,113.9000236,115.1501029
16/01/2002,17077200,114.299877,114.4000984,112.690044,112.8199895
17/01/2002,17707900,113.7599555,114.2399256,113.4000672,113.6698761
18/01/2002,17028200,112.9999283,113.8500838,112.6700943,113.1498027
21/01/2002,,,,,
22/01/2002,11472400,113.7500549,113.930176,112.0200826,112.2899257
23/01/2002,12439100,112.6300923,113.5500577,112.0200089,113.2301336
24/01/2002,12163100,113.6400974,114.2500415,113.3199556,113.5800313
25/01/2002,12810700,113.1200639,114.1798661,113.0401034,113.5499737
28/01/2002,10589500,113.9001697,114.1898942,112.9200078,113.859971
29/01/2002,27736100,113.8508994,114.1300762,110.0499339,110.2800193
30/01/2002,34712000,110.3900393,113.3900321,108.4000254,111.8700192
31/01/2002,19910100,112.1499582,113.299983,111.6200262,113.1801399
01/02/2002,15838500,113.0899037,113.2999724,112.1700494,112.6500289
04/02/2002,24247500,112.2300656,112.2299358,109.4488082,109.8498944
05/02/2002,33614000,109.3997925,110.4991768,108.5299465,109.1699656
06/02/2002,29670400,109.6500584,109.7400379,108.0600106,108.6999941
07/02/2002,23450200,108.7201348,109.8599404,108.0000224,108.0198665
08/02/2002,19278100,108.6299989,110.7499078,108.3000221,110.0899809
11/02/2002,18792400,110.0499947,111.6401055,109.8202805,111.4401682
12/02/2002,13942500,110.9599415,111.7098418,110.0298761,111.0898047
13/02/2002,16791900,111.4810402,112.5399026,111.3500193,112.2701289
14/02/2002,20458200,112.5098664,112.9698486,111.5909827,112.0599151
15/02/2002,18394600,112.1500668,112.2399551,110.7099574,110.8898969
18/02/2002,,,,,
19/02/2002,15998300,110.1501106,110.2981797,108.5901288,108.759999
20/02/2002,29247100,109.0499702,110.5899806,107.8199364,110.589924
21/02/2002,26292800,109.930997,110.6299609,108.2600117,108.2999235
22/02/2002,26572900,108.3499783,109.9400483,107.8699486,109.6399866
25/02/2002,17459600,109.7480229,111.8099875,109.6999408,111.4500441
26/02/2002,22362900,111.6000232,112.0398529,110.5700556,111.2200424
27/02/2002,28597900,111.960984,112.8604013,110.6497334,111.6499778
28/02/2002,23755500,111.8340919,112.7500252,111.0300875,111.1501497
01/03/2002,26186600,111.7199706,113.8499552,111.5100953,113.7400601
04/03/2002,27187800,113.9010637,115.9901264,113.650158,115.7499337
05/03/2002,22733500,115.3300703,116.4000317,114.9700434,115.3797714
06/03/2002,20169700,115.1001404,117.1499952,115.0790046,116.7499559
07/03/2002,19331900,117.3610725,117.5002057,115.5699522,116.5001605
08/03/2002,19930800,117.3810122,117.9069144,116.4798983,116.9899066
11/03/2002,15622100,116.8910225,117.8999967,116.4299394,117.2401237
12/03/2002,17155000,116.1089233,117.2500346,115.9400592,117.1699662
13/03/2002,17176600,116.6308622,116.75004,115.6400874,116.0400736
14/03/2002,11169600,116.039965,116.4300843,115.6299567,115.8799595
15/03/2002,21222100,115.9698972,116.9498903,115.899938,116.6501164
18/03/2002,17558000,117.0999077,117.5670416,116.0999826,116.6701614
19/03/2002,17913600,117.3008387,117.740091,116.8199292,117.4498144
20/03/2002,17128200,116.4999275,116.5799315,115.1901218,115.2400784
